cookie,duration_sec,packet_count,byte_count,bytes_per_sec,packets_per_sec,avg_packet_size,switch,timestamp,collection_time,label
0x0,40.136,3,194,4.8335658760215265,0.07474586406218856,64.66666666666667,s1,2025-03-12 15:40:44,1741774244.3530998,BENIGN
0x0,40.127,25099,1355474,33779.59977072794,625.4890721957784,54.005099804773096,s1,2025-03-12 15:40:44,1741774244.3530998,ATTACK
0x0,40.126,25098,1355356,33777.50087225241,625.4797388227086,54.00255000398438,s1,2025-03-12 15:40:44,1741774244.3530998,ATTACK
0x0,40.117,13859,582502,14520.078769598924,345.4645162898522,42.03059383793924,s1,2025-03-12 15:40:44,1741774244.3530998,ATTACK
0x0,40.115,46,3288,81.96435248660102,1.1467032282188707,71.47826086956522,s1,2025-03-12 15:40:44,1741774244.3530998,BENIGN
0x0,40.1,3,238,5.935162094763092,0.07481296758104738,79.33333333333333,s1,2025-03-12 15:40:44,1741774244.3530998,BENIGN
0x0,40.099,2,140,3.491358886755281,0.049876555525075444,70.0,s1,2025-03-12 15:40:44,1741774244.3530998,BENIGN
0x0,40.087,3,238,5.937086836131414,0.07483722902686656,79.33333333333333,s1,2025-03-12 15:40:44,1741774244.3530998,BENIGN
0x0,40.086,2,140,3.4924911440403132,0.049892730629147335,70.0,s1,2025-03-12 15:40:44,1741774244.3530998,BENIGN
0x0,45.246,48,3576,79.03461079432435,1.0608672589842196,74.5,s1,2025-03-12 15:40:44,1741774244.3530998,BENIGN
0x0,40.143,25098,1355356,33763.19657225419,625.2148568866303,54.00255000398438,s2,2025-03-12 15:40:44,1741774244.3530998,ATTACK
0x0,40.137,13859,582502,14512.843510974912,345.2923736203503,42.03059383793924,s2,2025-03-12 15:40:44,1741774244.3530998,ATTACK
0x0,40.132,46,3288,81.92963221369482,1.1462174823083824,71.47826086956522,s2,2025-03-12 15:40:44,1741774244.3530998,BENIGN
0x0,40.12,3,238,5.932203389830509,0.07477567298105683,79.33333333333333,s2,2025-03-12 15:40:44,1741774244.3530998,BENIGN
0x0,40.116,2,140,3.4898793498853324,0.04985541928407618,70.0,s2,2025-03-12 15:40:44,1741774244.3530998,BENIGN
0x0,40.107,3,238,5.934126212381878,0.07479991024010771,79.33333333333333,s2,2025-03-12 15:40:44,1741774244.3530998,BENIGN
0x0,40.103,2,140,3.491010647582475,0.049871580679749644,70.0,s2,2025-03-12 15:40:44,1741774244.3530998,BENIGN
0x0,40.091,3,238,5.9364944750692175,0.07482976229078846,79.33333333333333,s2,2025-03-12 15:40:44,1741774244.3530998,BENIGN
0x0,40.089,2,140,3.4922297887200977,0.049888996981715686,70.0,s2,2025-03-12 15:40:44,1741774244.3530998,BENIGN
0x0,45.263,48,3576,79.00492676137243,1.0604688155888917,74.5,s2,2025-03-12 15:40:44,1741774244.3530998,BENIGN
0x0,45.181,3,194,4.293840331112636,0.06639959274916447,64.66666666666667,s1,2025-03-12 15:40:49,1741774249.395057,BENIGN
0x0,45.172,29388,1587256,35138.050119543084,650.5800053130258,54.01034435824146,s1,2025-03-12 15:40:49,1741774249.395057,ATTACK
0x0,45.171,29387,1587138,35136.21571362157,650.5722698191317,54.008166876510025,s1,2025-03-12 15:40:49,1741774249.395057,ATTACK
0x0,45.162,16190,680404,15065.851822328506,358.48722377219786,42.02618900555899,s1,2025-03-12 15:40:49,1741774249.395057,ATTACK
0x0,45.16,51,3638,80.55801594331267,1.129317980513729,71.33333333333333,s1,2025-03-12 15:40:49,1741774249.395057,BENIGN
0x0,45.145,3,238,5.271901650238121,0.06645254180972422,79.33333333333333,s1,2025-03-12 15:40:49,1741774249.395057,BENIGN
0x0,45.144,2,140,3.1011873117136277,0.04430267588162325,70.0,s1,2025-03-12 15:40:49,1741774249.395057,BENIGN
0x0,45.132,3,238,5.2734201896658695,0.06647168306301515,79.33333333333333,s1,2025-03-12 15:40:49,1741774249.395057,BENIGN
0x0,45.131,2,140,3.1020806097804168,0.044315437282577384,70.0,s1,2025-03-12 15:40:49,1741774249.395057,BENIGN
0x0,50.291,48,3576,71.10616213636635,0.9544451293471994,74.5,s1,2025-03-12 15:40:49,1741774249.395057,BENIGN
0x0,45.222,29387,1587138,35096.590155234175,649.8385741453275,54.008166876510025,s2,2025-03-12 15:40:49,1741774249.395057,ATTACK
0x0,45.216,16190,680404,15047.859164897382,358.0590941259731,42.02618900555899,s2,2025-03-12 15:40:49,1741774249.395057,ATTACK
0x0,45.211,51,3638,80.46714295193648,1.128044060073876,71.33333333333333,s2,2025-03-12 15:40:49,1741774249.395057,BENIGN
0x0,45.199,3,238,5.265603221310206,0.06637314984844797,79.33333333333333,s2,2025-03-12 15:40:49,1741774249.395057,BENIGN
0x0,45.195,2,140,3.097687797322713,0.0442526828188959,70.0,s2,2025-03-12 15:40:49,1741774249.395057,BENIGN
0x0,45.186,3,238,5.2671181339352895,0.06639224538573894,79.33333333333333,s2,2025-03-12 15:40:49,1741774249.395057,BENIGN
0x0,45.182,2,140,3.0985790801646673,0.04426541543092382,70.0,s2,2025-03-12 15:40:49,1741774249.395057,BENIGN
0x0,45.17,3,238,5.268983838831082,0.06641576267434138,79.33333333333333,s2,2025-03-12 15:40:49,1741774249.395057,BENIGN
0x0,45.168,2,140,3.099539496989019,0.044279135671271695,70.0,s2,2025-03-12 15:40:49,1741774249.395057,BENIGN
0x0,50.342,48,3576,71.03412657423225,0.9534782090500974,74.5,s2,2025-03-12 15:40:49,1741774249.395057,BENIGN
0x0,50.279,5,278,5.529147357743789,0.09944509636229837,55.6,s1,2025-03-12 15:40:54,1741774254.4931884,BENIGN
0x0,50.27,33467,1807522,35956.276109011334,665.7449771235329,54.00908357486479,s1,2025-03-12 15:40:54,1741774254.4931884,ATTACK
0x0,50.269,33466,1807404,35954.64401519823,665.7383277964551,54.00717145759876,s1,2025-03-12 15:40:54,1741774254.4931884,ATTACK
0x0,50.26,18473,776290,15445.48348587346,367.5487465181059,42.02295241704109,s1,2025-03-12 15:40:54,1741774254.4931884,ATTACK
0x0,50.258,56,3988,79.35055115603485,1.1142504675872498,71.21428571428571,s1,2025-03-12 15:40:54,1741774254.4931884,BENIGN
0x0,50.243,3,238,4.736978285532313,0.05970981032183587,79.33333333333333,s1,2025-03-12 15:40:54,1741774254.4931884,BENIGN
0x0,50.242,2,140,2.7865132757453925,0.03980733251064846,70.0,s1,2025-03-12 15:40:54,1741774254.4931884,BENIGN
0x0,50.23,3,238,4.73820426040215,0.05972526378658173,79.33333333333333,s1,2025-03-12 15:40:54,1741774254.4931884,BENIGN
0x0,50.229,2,140,2.7872344661450557,0.039817635230643654,70.0,s1,2025-03-12 15:40:54,1741774254.4931884,BENIGN
0x0,55.389,48,3576,64.56155554351948,0.8665980609868384,74.5,s1,2025-03-12 15:40:54,1741774254.4931884,BENIGN
0x0,50.319,33466,1807404,35918.917307577656,665.076809952503,54.00717145759876,s2,2025-03-12 15:40:54,1741774254.4931884,ATTACK
0x0,50.313,18473,776290,15429.21312583229,367.1615685806849,42.02295241704109,s2,2025-03-12 15:40:54,1741774254.4931884,ATTACK
0x0,50.308,56,3988,79.27168641170391,1.1131430388804961,71.21428571428571,s2,2025-03-12 15:40:54,1741774254.4931884,BENIGN
0x0,50.296,3,238,4.731986639096548,0.059646890408780025,79.33333333333333,s2,2025-03-12 15:40:54,1741774254.4931884,BENIGN
0x0,50.292,2,140,2.783742941223256,0.03976775630318937,70.0,s2,2025-03-12 15:40:54,1741774254.4931884,BENIGN
0x0,50.283,3,238,4.733210031223276,0.059662311317940454,79.33333333333333,s2,2025-03-12 15:40:54,1741774254.4931884,BENIGN
0x0,50.279,2,140,2.7844626981443543,0.03977803854491935,70.0,s2,2025-03-12 15:40:54,1741774254.4931884,BENIGN
0x0,50.267,3,238,4.734716613285057,0.059681301848130974,79.33333333333333,s2,2025-03-12 15:40:54,1741774254.4931884,BENIGN
0x0,50.265,2,140,2.785238237342087,0.03978911767631553,70.0,s2,2025-03-12 15:40:54,1741774254.4931884,BENIGN
0x0,55.439,48,3576,64.50332798210646,0.8658164829812948,74.5,s2,2025-03-12 15:40:54,1741774254.4931884,BENIGN
0x0,55.38,5,278,5.01986276634164,0.09028530155290718,55.6,s1,2025-03-12 15:40:59,1741774259.5952525,BENIGN
0x0,55.371,37736,2038048,36807.137310144295,681.5119828068845,54.00805596777613,s1,2025-03-12 15:40:59,1741774259.5952525,ATTACK
0x0,55.37,37735,2037930,36805.67094094275,681.5062308109085,54.00636014310322,s1,2025-03-12 15:40:59,1741774259.5952525,ATTACK
0x0,55.361,20801,874066,15788.47925434873,375.73381983706946,42.02038363540215,s1,2025-03-12 15:40:59,1741774259.5952525,ATTACK
0x0,55.359,61,4338,78.36124207445944,1.1018985169529796,71.11475409836065,s1,2025-03-12 15:40:59,1741774259.5952525,BENIGN
0x0,55.344,3,238,4.300375831165076,0.05420641803989592,79.33333333333333,s1,2025-03-12 15:40:59,1741774259.5952525,BENIGN
0x0,55.343,2,140,2.529678550132808,0.036138265001897256,70.0,s1,2025-03-12 15:40:59,1741774259.5952525,BENIGN
0x0,55.331,3,238,4.301386203032658,0.05421915381973939,79.33333333333333,s1,2025-03-12 15:40:59,1741774259.5952525,BENIGN
0x0,55.33,2,140,2.5302729080065065,0.036146755828664376,70.0,s1,2025-03-12 15:40:59,1741774259.5952525,BENIGN
0x0,60.49,50,3716,61.43164159365184,0.8265829062654984,74.32,s1,2025-03-12 15:40:59,1741774259.5952525,BENIGN
0x0,55.383,37735,2037930,36797.03158008775,681.3462614881822,54.00636014310322,s2,2025-03-12 15:40:59,1741774259.5952525,ATTACK
0x0,55.377,20801,874066,15783.917510879968,375.62525958430393,42.02038363540215,s2,2025-03-12 15:40:59,1741774259.5952525,ATTACK
0x0,55.372,61,4338,78.34284475908402,1.101639817958535,71.11475409836065,s2,2025-03-12 15:40:59,1741774259.5952525,BENIGN
0x0,55.36,3,238,4.2991329479768785,0.054190751445086706,79.33333333333333,s2,2025-03-12 15:40:59,1741774259.5952525,BENIGN
0x0,55.356,2,140,2.529084471421345,0.036129778163162075,70.0,s2,2025-03-12 15:40:59,1741774259.5952525,BENIGN
0x0,55.347,3,238,4.300142735830307,0.054203479863407227,79.33333333333333,s2,2025-03-12 15:40:59,1741774259.5952525,BENIGN
0x0,55.343,2,140,2.529678550132808,0.036138265001897256,70.0,s2,2025-03-12 15:40:59,1741774259.5952525,BENIGN
0x0,55.331,3,238,4.301386203032658,0.05421915381973939,79.33333333333333,s2,2025-03-12 15:40:59,1741774259.5952525,BENIGN
0x0,55.329,2,140,2.53031863941152,0.03614740913445029,70.0,s2,2025-03-12 15:40:59,1741774259.5952525,BENIGN
0x0,60.503,50,3716,61.41844206072426,0.8264053022164191,74.32,s2,2025-03-12 15:40:59,1741774259.5952525,BENIGN
0x0,60.419,5,278,4.601201608765455,0.08275542461808372,55.6,s1,2025-03-12 15:41:04,1741774264.633268,BENIGN
0x0,60.41,41831,2259166,37397.219003476246,692.4515808640954,54.00698046903015,s1,2025-03-12 15:41:04,1741774264.633268,ATTACK
0x0,60.409,41830,2259048,37395.884719164365,692.4464897614594,54.00545063351662,s1,2025-03-12 15:41:04,1741774264.633268,ATTACK
0x0,60.4,23089,970162,16062.28476821192,382.26821192052984,42.01836372298497,s1,2025-03-12 15:41:04,1741774264.633268,ATTACK
0x0,60.398,66,4688,77.61846418755587,1.0927514156097884,71.03030303030303,s1,2025-03-12 15:41:04,1741774264.633268,BENIGN
0x0,60.383,3,238,3.9415067154662733,0.04968285775797824,79.33333333333333,s1,2025-03-12 15:41:04,1741774264.633268,BENIGN
0x0,60.382,2,140,2.3185717597959656,0.03312245371137094,70.0,s1,2025-03-12 15:41:04,1741774264.633268,BENIGN
0x0,60.37,3,238,3.9423554745734637,0.04969355640218652,79.33333333333333,s1,2025-03-12 15:41:04,1741774264.633268,BENIGN
0x0,60.369,2,140,2.3190710463979856,0.03312958637711408,70.0,s1,2025-03-12 15:41:04,1741774264.633268,BENIGN
0x0,65.529,52,3856,58.84417586106915,0.7935417906575715,74.15384615384616,s1,2025-03-12 15:41:04,1741774264.633268,BENIGN
0x0,60.462,41830,2259048,37363.104098441996,691.8395024974363,54.00545063351662,s2,2025-03-12 15:41:04,1741774264.633268,ATTACK
0x0,60.456,23089,970162,16047.406378192403,381.9141193595342,42.01836372298497,s2,2025-03-12 15:41:04,1741774264.633268,ATTACK
0x0,60.451,66,4688,77.5504127309722,1.0917933532944037,71.03030303030303,s2,2025-03-12 15:41:04,1741774264.633268,BENIGN
0x0,60.439,3,238,3.9378546964708216,0.04963682390509439,79.33333333333333,s2,2025-03-12 15:41:04,1741774264.633268,BENIGN
0x0,60.435,2,140,2.3165384297178786,0.03309340613882684,70.0,s2,2025-03-12 15:41:04,1741774264.633268,BENIGN
0x0,60.426,3,238,3.9387018832952703,0.04964750273061265,79.33333333333333,s2,2025-03-12 15:41:04,1741774264.633268,BENIGN
0x0,60.422,2,140,2.31703684088577,0.03310052629836815,70.0,s2,2025-03-12 15:41:04,1741774264.633268,BENIGN
0x0,60.41,3,238,3.939745075318656,0.04966065220989903,79.33333333333333,s2,2025-03-12 15:41:04,1741774264.633268,BENIGN
0x0,60.408,2,140,2.317573831280625,0.033108197589723214,70.0,s2,2025-03-12 15:41:04,1741774264.633268,BENIGN
0x0,65.582,52,3856,58.79662102406149,0.792900490988381,74.15384615384616,s2,2025-03-12 15:41:04,1741774264.633268,BENIGN
0x0,65.515,5,278,4.243303060367855,0.07631840036632832,55.6,s1,2025-03-12 15:41:09,1741774269.7307923,BENIGN
0x0,65.506,46105,2489950,38011.021891124474,703.8286569169236,54.00607309402451,s1,2025-03-12 15:41:09,1741774269.7307923,ATTACK
0x0,65.505,46104,2489832,38009.800778566525,703.8241355621709,54.004685059864656,s1,2025-03-12 15:41:09,1741774269.7307923,ATTACK
0x0,65.496,25416,1067896,16304.751435202152,388.05423231953097,42.01668240478439,s1,2025-03-12 15:41:09,1741774269.7307923,ATTACK
0x0,65.494,72,5080,77.56435704033957,1.0993373438788285,70.55555555555556,s1,2025-03-12 15:41:09,1741774269.7307923,BENIGN
0x0,65.479,3,238,3.6347531269567344,0.04581621588600925,79.33333333333333,s1,2025-03-12 15:41:09,1741774269.7307923,BENIGN
0x0,65.478,2,140,2.1381227282446016,0.030544610403494307,70.0,s1,2025-03-12 15:41:09,1741774269.7307923,BENIGN
0x0,65.466,3,238,3.635474903003086,0.04582531390340024,79.33333333333333,s1,2025-03-12 15:41:09,1741774269.7307923,BENIGN
0x0,65.465,2,140,2.1385473153593524,0.030550675933705033,70.0,s1,2025-03-12 15:41:09,1741774269.7307923,BENIGN
0x0,70.625,52,3856,54.598230088495576,0.736283185840708,74.15384615384616,s1,2025-03-12 15:41:09,1741774269.7307923,BENIGN
0x0,65.52,46104,2489832,38001.09890109891,703.6630036630037,54.004685059864656,s2,2025-03-12 15:41:09,1741774269.7307923,ATTACK
0x0,65.514,25416,1067896,16300.271697652412,387.9476142503893,42.01668240478439,s2,2025-03-12 15:41:09,1741774269.7307923,ATTACK
0x0,65.509,72,5080,77.54659665084186,1.0990856218229557,70.55555555555556,s2,2025-03-12 15:41:09,1741774269.7307923,BENIGN
0x0,65.497,3,238,3.633754217750431,0.04580362459349283,79.33333333333333,s2,2025-03-12 15:41:09,1741774269.7307923,BENIGN
0x0,65.493,2,140,2.1376330294840673,0.030537614706915246,70.0,s2,2025-03-12 15:41:09,1741774269.7307923,BENIGN
0x0,65.484,3,238,3.6344755970924196,0.04581271761040865,79.33333333333333,s2,2025-03-12 15:41:09,1741774269.7307923,BENIGN
0x0,65.48,2,140,2.138057422113622,0.030543677458766034,70.0,s2,2025-03-12 15:41:09,1741774269.7307923,BENIGN
0x0,65.468,3,238,3.635363841876947,0.04582391397323883,79.33333333333333,s2,2025-03-12 15:41:09,1741774269.7307923,BENIGN
0x0,65.466,2,140,2.138514648825345,0.030550209268933495,70.0,s2,2025-03-12 15:41:09,1741774269.7307923,BENIGN
